0.2591,0.0,21.89,0.0,0.6425,4.8128,96.0,1.7883,4.0,437.0,21.2,355.4792,23.2891,14.957
0.773,0.0,8.14,0.0,0.5682,6.495,94.4,4.4547,6.8279,398.651,21.0,364.4195,16.3542,19.1499
20.0849,0.0,18.1,0.0,0.6948,4.368,91.2,1.4395,30.1442,666.0,20.2,285.83,30.63,13.3144
9.5957,-1.7651,18.1,0.0,0.693,6.404,93.1121,2.3828,24.0,666.0,20.9038,376.11,13.739,17.2123
0.0091,90.0,2.97,0.0,0.4,7.088,20.8,11.5083,1.0,285.0,15.3,394.72,7.85,31.0083
3.4743,0.0,17.0003,1.0,0.718,8.78,113.6342,1.9047,24.0,666.0,20.2,306.5866,5.29,36.2947
0.9394,0.0,7.5844,0.1531,0.55,6.642,71.2896,3.4211,5.0,276.0,17.7977,392.78,9.69,27.3144
0.463,0.0,3.8501,0.0,0.5186,7.412,76.9,3.6715,8.0,307.0,17.55,376.14,5.25,40.8958
1.1929,0.0,17.3761,0.0,0.624,6.326,102.5532,2.271,4.0,437.0,21.2,396.9,13.662,20.359
1.0432,0.0,6.2815,0.124,0.507,6.951,88.5,2.8617,8.0,307.0,17.3619,391.7,9.71,27.8556
6.9197,0.0,8.14,0.0,0.5597,6.674,87.3,2.1181,4.0,307.0,21.0,384.8789,11.98,20.6318
0.8027,0.0,8.14,0.0,0.538,5.456,43.1999,3.7965,4.0,307.0,21.0,288.99,11.69,16.5646
10.3434,0.0,10.01,0.0,0.547,5.8204,72.5,2.7301,16.118,432.0,17.8,393.3,12.04,21.7084
0.0537,43.493,13.92,0.8033,0.437,6.549,51.0,5.9604,4.0,289.0,11.6795,392.85,7.39,25.6444
19.5447,10.5559,18.1,0.0,0.693,5.349,91.3052,3.0798,24.0,666.0,20.2,396.9,19.77,12.4428
0.042,28.0,15.04,0.0,0.464,6.442,31.0737,4.319,4.0,270.0,15.5798,395.01,8.16,26.6041
0.2536,0.0,9.9,0.0,0.544,6.2896,77.7,3.3031,3.506,304.0,18.6025,396.42,11.5,21.5609
5.1971,0.0,16.4101,0.8642,0.871,6.129,96.0,1.7494,5.0,323.0882,14.7,321.02,15.12,14.9663
4.8714,0.0,18.1,0.0,0.6459,5.0367,93.6,2.3053,24.0,642.9878,20.2,396.21,18.68,19.9865
0.1096,0.0,6.839,-0.007,0.573,6.794,79.1438,2.3889,3.9949,273.0,21.0,391.4898,11.2375,23.4857
0.0377,80.0,4.142,-0.1107,0.404,7.274,38.3,7.309,8.0078,329.0,16.218,392.2,3.8682,34.7056
-5.9961,29.5745,2.25,-0.172,0.389,6.453,61.7172,6.7183,1.0,300.0,19.4118,394.72,6.2368,24.2819
-1.0684,14.3143,6.2,1.0,0.5179,6.879,71.3616,4.7196,8.0,307.0,17.1354,390.39,8.515,25.8095
0.0143,100.0,1.32,0.0,0.411,6.816,2.1734,10.0091,5.0,256.0,15.1,392.9,3.95,31.6405
0.015,90.0,4.8954,1.0,0.401,7.923,45.4831,8.0449,1.0,223.7416,13.6,395.52,3.16,44.7964
0.4469,0.0,10.8205,1.0,0.5395,6.726,66.5,3.6519,8.0,329.1367,17.4,377.5408,8.05,29.9978
21.7666,0.0,18.1,0.0,0.693,5.531,85.4,3.2334,24.0,666.0,23.7281,329.46,27.38,8.8491
2.4934,-2.4665,13.0498,-0.0715,0.547,6.1128,92.9,2.3534,6.0,360.9172,17.8,394.95,13.1907,22.5055
0.2694,0.0,6.6129,0.0,0.544,6.266,82.8,3.1085,4.0,304.0,18.4,393.39,7.9,22.7594
2.3793,0.0,19.58,0.0,0.6713,6.13,100.0,1.4191,5.0,403.0,20.5143,172.91,27.8,13.5882
5.5811,-4.5212,20.056,0.0,0.713,6.436,87.9,2.3158,24.0,666.0,20.5674,303.0182,16.22,14.3292
0.0717,0.0,13.5821,-0.1966,0.581,6.004,84.1,2.1974,2.0,312.3343,19.1,377.67,14.27,18.1861
4.2613,0.0,18.1,0.0,0.77,6.112,97.045,2.5091,23.2231,666.0,20.2,304.1667,16.0147,13.9837
11.5779,4.2338,18.1,0.0,0.7,5.036,97.0,1.77,24.0,666.0,20.2,396.9,25.68,14.881
60.8831,44.3106,6.2,0.0,0.4922,6.552,21.4,3.3751,8.0,307.0,17.4,380.34,3.76,34.9448
0.0613,40.0,6.41,1.0,0.447,6.826,25.4239,6.617,4.0,254.0,17.6,393.45,4.16,30.5614
1.2518,-11.6459,8.14,1.421,0.538,5.57,98.1,3.7979,4.0,307.0,21.0,376.57,21.02,14.8033
6.2208,0.0,5.96,0.0,0.499,6.017,61.4,3.3779,5.0,279.0,20.0843,388.4549,11.41,19.3792
15.2843,1.4618,18.1,0.1576,0.74,6.629,95.8514,2.1247,24.0,666.0,20.2,304.5632,14.9464,11.1596
0.5578,-15.326,21.89,0.0,0.6456,5.0568,98.2,2.1107,10.6912,555.4805,21.2,394.67,16.96,22.2972
