0.64,784.0,343.0,220.5,3.5,3.5877,0.4,3.0,18.684
0.9,565.9231,320.9229,122.5,7.0,4.0,0.4,3.0,34.1903
0.71,710.5,269.5,220.5,3.5,3.0,0.261,3.0,11.731
0.86,588.0,293.9997,147.0,6.4224,3.6273,0.4,2.0,32.4597
0.6788,743.1883,302.1883,220.5,3.5,4.0,0.2385,1.0,11.9479
0.6322,784.0,343.0001,220.5,3.5,3.5877,0.1,3.0,14.3009
0.74,692.308,245.0,223.6539,3.5,3.583,0.25,2.9269,12.2015
0.98,545.1455,324.6464,110.25,7.0,3.6488,0.222,2.0,29.1331
0.82,596.7791,302.7787,147.0,7.0,5.0,0.2637,5.0,27.7794
0.76,661.5,416.5,122.5,7.4521,3.6449,0.1,4.0,33.039
0.62,808.5,367.5,220.5,3.5,4.0,0.2331,3.0,15.0624
0.7206,710.5,269.4998,220.5,3.5,4.0,0.264,2.9435,11.7584
0.64,784.0,343.0,220.5,3.5,3.5877,0.4,3.0,18.684
0.86,588.0,294.0,147.0,7.0,2.0,0.256,5.0,28.117
0.98,514.5,294.0,110.25,7.0,2.0,0.4,1.0,32.5661
0.71,710.5,269.5,220.5,3.5601,3.0,0.1,1.0,9.3412
0.98,514.5,294.0,110.25,7.0,5.0,0.25,2.8943,28.4097
0.8993,563.5004,318.5,122.5,7.0,3.6418,0.4,2.0,34.4339
0.76,661.5,416.5,122.5,7.0,4.0,0.25,3.0,37.6703
0.86,587.9997,294.0,147.0,7.0,3.0,0.2517,4.0,28.3806
0.76,625.7275,380.7266,122.5,7.4296,3.0,0.25,2.9675,37.4326
0.7463,685.966,416.5,134.7332,7.0,3.6381,0.25,5.0,32.5359
0.86,588.0,318.8454,134.5773,7.0,4.0,0.2367,2.928,31.3968
0.66,759.5,318.5,220.4999,3.5897,2.0,0.25,2.9806,12.441
0.6586,759.5,318.5,220.5,3.5,4.0,0.1,1.0,10.0185
0.8286,607.1916,313.1917,147.0,7.0,3.628,0.25,2.9314,29.9464
0.6791,743.1691,302.169,220.5,3.5,3.5863,0.2371,1.0,12.4236
0.76,661.5003,416.5,122.5,7.0,5.0,0.25,3.0,37.8407
0.98,514.5,294.0,110.25,7.0,2.0,0.233,2.8941,28.0976
0.62,808.5,367.5,220.5,3.6263,3.0,0.4,2.0,16.5608
0.86,588.0,294.0,147.0,7.0,2.0,0.25,2.9168,28.9953
0.82,604.8705,327.6571,138.6066,7.0,4.0,0.25,2.9372,27.4671
0.82,596.4993,318.5,138.9994,7.0,3.0,0.2192,1.0,27.282
0.82,612.4997,318.5,147.0,7.0,3.628,0.2228,1.0,26.9516
0.7209,710.5,269.4998,220.5,3.5,3.5855,0.2626,2.9435,11.9557
0.86,588.0,294.0,147.0002,6.4268,5.0,0.0,0.0,23.8231
0.8123,623.7868,343.0,140.3936,7.0,5.0,0.1,2.95,33.4579
0.64,784.0,343.0002,220.5,3.5,4.0,0.2332,2.0,16.1999
0.74,686.0,244.9998,220.5,3.5,3.0,0.1,1.0,8.9202
0.79,637.0,343.0003,147.0,7.0,3.0,0.1,2.954,35.4856
0.71,710.416,320.0012,195.2073,4.5707,2.0,0.4,2.9661,14.3737
0.66,759.4997,318.5,220.5,3.5,5.0,0.1,1.0,10.1113
0.64,784.0,343.0,220.5,3.5,5.0,0.4,5.0,18.106
0.9531,514.5004,294.0,110.25,7.8415,3.0,0.4,4.0,33.1334
0.64,784.0,343.0,220.5,3.6071,3.5877,0.4,2.9992,18.6406
0.74,686.0,312.1222,186.9388,4.8856,3.6056,0.2447,2.9552,27.6938
0.79,636.9998,343.0,147.0,7.0,3.0,0.25,3.0,40.144
0.79,637.0,346.5771,145.2116,7.0,3.63,0.0,2.9556,33.1689
0.82,612.5,318.5,147.0,6.437,3.6281,0.0,2.9354,23.1161
0.71,710.5,269.5,220.5,3.5,3.0,0.261,3.0,11.731
0.6606,759.5,318.5,220.5,3.5878,5.0,0.2601,4.0,12.5911
0.76,661.5,356.0827,152.7088,7.0,3.6259,0.4,1.0,39.343
0.82,612.5,318.4999,147.0,6.4371,3.6281,0.1,2.9354,23.3478
0.71,710.5,269.5,220.4996,3.5,2.0,0.4,3.0,13.2296
0.7202,710.5,269.5,220.5,3.5,3.5855,0.1,2.9435,10.2629
0.8341,612.5,318.5,147.0,6.4371,3.6281,0.25,3.0,27.3902
0.9,563.5,318.5,122.5,7.3863,3.0,0.2315,2.9203,34.2739
0.62,808.5,367.5,220.5,3.5,5.0,0.0,0.0,12.8097
0.98,605.4894,308.1208,148.6857,6.3645,5.0,0.0,2.9286,25.8368
0.62,773.5159,322.7989,225.3583,3.5,3.5844,0.25,2.9869,15.7748
0.86,588.0,318.967,134.5165,7.0,3.6351,0.25,2.9281,31.6095
0.9638,514.5,294.0,110.25,7.0,3.0,0.0,0.0,25.9761
0.71,710.5,269.4999,220.5,3.5,3.5855,0.0,2.9435,10.2858
0.62,808.5,367.5,220.5,3.6239,3.0,0.25,3.0,13.6303
0.66,759.5,318.0927,220.7037,3.5886,5.0,0.2293,0.0,11.8579
0.79,636.9994,343.0,147.0,7.0,4.0,0.1,2.954,35.1144
0.71,710.5,269.4995,220.5,3.5,3.5855,0.4,3.0,13.6395
0.79,637.0,344.106,146.4471,7.0,5.0,0.25,1.0,38.1134
0.7534,686.0006,245.0,220.5,3.5339,2.0,0.2808,5.0,11.5212
0.964,514.5,294.0,110.25,7.0,4.0,0.2175,0.0,26.387
0.744,686.1773,416.5,134.8389,7.0,2.0,0.1,3.0,27.9413
0.82,594.6035,300.6032,147.0,7.0,4.0,0.2299,1.0,28.3701
0.6008,808.5,367.5,220.5,3.624,3.5884,0.25,3.0,13.8126
