8.0433,0.42,0.09,2.3,0.054,34.0,55.7088,0.997,3.3447,0.68,10.4,5.4158
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.9958,3.28,0.6435,10.6939,5.3503
7.8,0.64,0.22,6.0,0.094,5.0,57.4023,0.9961,3.37,0.5643,10.1,5.4135
10.3423,0.44,0.47,2.5,0.0902,9.0,48.7112,0.9981,3.3002,0.65,10.8,6.1482
6.8,0.775,0.0,2.132,0.102,8.0,23.0,0.9969,3.45,0.56,10.7,5.2448
8.6824,0.23,0.4,1.6,0.0787,21.0,67.0,0.9957,3.3292,0.63,11.1,5.9094
7.6,0.5508,0.0,2.0397,0.076,33.0,45.0,0.9965,3.31,0.62,10.7,5.6982
7.8,0.63,0.1531,1.7,0.1,14.0,51.5438,0.9961,3.2831,0.62,9.5,5.3922
8.8,0.61,0.1995,2.8,0.088,13.5055,46.0,0.9976,3.26,0.51,10.6253,5.3558
7.5,0.49,0.2833,2.6,0.332,14.0259,14.0,0.9971,3.21,0.9,10.5,5.861
7.4,0.785,0.19,3.8321,0.0939,19.0,98.0,0.9971,3.2469,0.6085,9.6,5.3456
9.6212,0.4,0.52,2.0,0.0759,18.1714,54.0,0.9972,3.03,0.66,10.2,5.666
7.1,0.715,0.0,2.35,0.071,21.0,36.9482,0.9963,3.29,0.5891,10.5151,5.2759
7.1,0.755,0.15,2.274,0.092,20.0,84.0,0.9959,3.19,0.62,10.7397,5.3255
6.7005,0.46,0.24,1.7001,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6.0204
7.2699,0.5728,0.12,1.9,0.091,20.0984,35.5867,0.9956,3.44,0.48,9.5021,5.1665
5.1,0.42,0.0,1.9453,0.044,18.0,88.0,0.9951,3.4618,0.73,13.6,6.563
7.5,0.58,0.56,3.1,0.153,5.0,52.5007,0.9948,3.21,1.03,11.6,6.8421
8.5,0.4244,0.56,2.5608,0.0798,35.0,51.3085,0.9985,3.187,0.75,10.5,5.3437
8.0942,0.545,0.06,2.3146,0.087,18.4175,77.3163,0.9965,3.36,0.709,9.8821,5.3389
7.9807,0.42,0.2304,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5.188
7.4,0.395,0.175,2.7,0.077,14.0,48.0,0.9975,3.425,0.54,10.8,5.4679
6.9,0.627,0.11,1.974,0.043,6.0,12.0,0.9935,3.3,0.65,10.387,6.008
7.1,0.7041,0.0,2.3,0.087,12.2987,31.2047,0.9978,3.45,0.53,10.4107,4.8349
7.5,0.685,0.07,2.5,0.058,5.0,34.3601,0.9963,3.38,0.55,10.9,5.2585
7.3,0.48,0.2699,2.0278,0.062,31.0,54.0,0.9973,3.3,0.65,10.5582,5.45
7.6,0.41,0.3178,2.6504,0.08,4.0,52.3336,0.9962,3.28,0.59,9.5,5.2792
11.2,0.4893,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,5.7746
7.9,0.52,0.2304,1.9,0.079,42.0,140.0,0.9964,3.3045,0.54,9.5,5.0071
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.6092,10.7,5.6145
8.8207,0.71,0.2424,1.6,0.092,22.0,27.4258,0.9963,3.2944,0.58,10.0,5.0737
7.2,0.9348,0.44,2.6,0.066,22.0,49.006,0.9949,3.2106,0.84,11.9793,6.7033
8.0,0.5376,0.34,2.2,0.073,16.0,25.0,0.9978,3.28,0.66,10.706,5.7755
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.9926,3.52,0.58,11.1566,5.183
8.7655,0.5093,0.2182,2.4953,0.071,17.0,65.0,0.9993,3.22,0.78,10.1,5.7965
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.9961,3.39,0.52,10.0,4.7303
8.0,0.47,0.395,3.15,0.1125,17.0,17.0,0.9983,3.32,0.5833,10.475,5.4502
6.8,0.68,0.21,2.6222,0.07,9.0,38.8379,0.9955,3.38,0.6,10.4665,5.5058
8.347,0.5912,0.26,2.0,0.08,31.0,108.4181,0.9962,3.1706,0.52,9.9,5.0994
7.9,0.29,0.287,2.2,0.0946,17.5451,59.0,0.9971,3.31,0.67,10.0126,6.0965
8.6688,0.4544,0.3559,2.3,0.063,16.5277,19.0,0.9965,3.17,0.81,11.2,5.7321
8.2,0.56,0.09,2.0,0.082,13.0677,10.0,0.9942,3.28,0.6136,11.8,6.24
10.5,0.24,0.47,2.1,0.0701,6.0,24.0,0.9978,3.15,0.9,11.0,6.8413
7.5483,0.35,0.3832,2.0,0.067,28.0,48.0,0.9966,3.43,0.54,11.4158,5.5022
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.373,0.75,11.123,6.7441
8.9,0.4387,0.3561,2.4054,0.101,23.8662,10.0,0.9959,3.21,0.59,11.0225,5.9297
7.6,0.9,0.1751,2.5,0.079,5.0,47.042,0.9967,3.39,0.56,9.8,5.2659
8.3908,0.635,0.0583,2.0132,0.0889,14.9699,18.0,0.9961,3.3103,0.59,10.3,5.9719
8.2,0.4214,0.3714,1.9,0.057,43.0,74.0,0.9951,3.2821,0.6775,12.0,6.2183
7.8109,0.4,0.31,2.1733,0.09,13.0,43.0368,0.9966,3.3834,0.63,10.5,5.8971
6.5,0.4,0.1,2.0,0.076,30.0,45.5952,0.9955,3.36,0.48,9.4,5.2087
8.3464,0.55,0.2262,2.2264,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,5.6322
8.7333,0.37,0.04,2.05,0.066,13.25,20.0,0.9945,3.3633,0.76,11.5,6.571
8.0,0.4033,0.3325,2.1667,0.08,21.75,68.3333,0.9961,3.18,0.49,10.1,5.2265
8.9599,0.72,0.2341,1.7,0.136,24.0,22.3052,0.9975,3.2921,0.94,10.0,5.1413
7.5867,0.62,0.03,1.5,0.08,6.0,31.3753,0.995,3.66,0.62,10.1,5.1378
7.4,0.37,0.43,2.6,0.0927,18.0,82.0,0.9971,3.3183,0.6199,11.0372,5.2128
6.5,0.9,0.1,1.6,0.052,3.0009,17.0,0.9954,3.3312,0.65,9.5501,5.0919
8.8,0.45,0.2189,1.4,0.076,12.0,21.0,0.9955,3.21,0.75,10.2,5.7156
7.5,0.4528,0.2,8.1,0.098,30.0,41.3375,0.9989,3.2,0.58,11.6679,5.6769
8.5113,0.77,0.0,1.8172,0.066,34.0,52.0,0.9976,3.62,0.68,10.1322,5.4557
8.6,0.33,0.2582,2.6,0.083,16.0,56.0032,0.9978,3.3,0.6685,10.8971,6.0383
6.6,0.735,0.02,7.9,0.0924,68.0,124.0,0.9994,3.47,0.5794,9.9,4.9167
7.1,0.6225,0.1607,1.9,0.077,28.0,45.5643,0.9956,3.37,0.64,10.4,5.2678
6.5,0.58,0.1832,1.9806,0.096,3.0,13.0,0.9956,3.62,0.62,11.5,5.4567
7.7766,0.541,0.11,2.2,0.048,16.0,50.3969,0.9968,3.3516,0.88,13.5667,6.6135
10.5,0.51,0.64,2.5374,0.0935,6.0,15.0,0.9973,3.09,0.6146,10.9145,5.5645
9.2,0.54,0.31,2.3,0.0931,11.0,38.0,0.997,3.24,0.6125,10.9,5.9264
7.8,0.56,0.045,1.8,0.104,12.0,47.0,0.9964,3.19,0.5422,9.5005,5.4709
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,5.9326
8.5,0.5961,0.1656,2.1,0.0826,5.0,47.0347,0.9967,3.2,0.48,9.8,5.1122
8.025,0.605,0.2095,1.9,0.096,17.3309,31.0,0.9958,3.3248,0.53,11.8,5.4245
8.2837,0.5406,0.2804,2.1,0.074,14.178,16.0,0.9962,3.27,0.74,12.3,6.6336
8.7,0.42,0.3521,2.7715,0.072,32.0,76.459,0.9962,3.33,0.77,12.0,6.3427
8.0,0.58,0.16,2.0,0.12,3.0,50.9265,0.9962,3.2655,0.58,11.2,5.3358
10.2,0.6495,0.1397,2.2,0.11,11.0,37.0,0.9973,3.3834,0.56,10.8,5.5917
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.9954,3.36,0.54,10.5,6.1443
7.3,0.835,0.03,2.1,0.092,10.0,40.1696,0.9966,3.39,0.47,10.076,4.8172
7.8995,0.58,0.23,2.3,0.076,23.0,94.0,0.9969,3.2101,0.58,9.5,5.7806
7.0,0.655,0.146,2.1,0.074,14.0634,25.0,0.9961,3.3278,0.55,9.7,5.1435
7.2045,0.4006,0.3999,2.1253,0.075,32.0,44.0,0.9954,3.57,0.8038,10.2,5.9066
7.8,0.34,0.2784,2.0,0.082,24.0,58.0,0.9964,3.34,0.6869,9.4,6.0065
8.5997,0.47,0.27,2.3,0.055,13.9985,28.0,0.9952,3.18,0.8,11.2,5.6148
7.3,0.7276,0.1081,1.2,0.065,15.0,32.6702,0.9946,3.39,0.47,10.0,4.9675
7.722,0.5691,0.2161,2.2,0.088,21.0,39.0,0.9969,3.33,0.649,11.1,5.4715
8.9738,0.6434,0.73,6.55,0.074,11.6933,76.0,0.999,3.17,0.5214,10.0127,5.0462
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.2615,0.5617,9.8,5.3733
10.6,0.365,0.54,2.5,0.111,23.5,69.0,0.9974,3.205,0.86,10.85,6.0922
9.8404,0.4842,0.51,2.0,0.121,7.0,20.0,0.9996,3.2475,0.76,10.4,5.5372
7.9623,0.5802,0.23,2.8,0.092,15.2854,104.0,0.9983,3.1,0.56,10.0385,5.504
9.5,0.57,0.2428,2.3,0.082,23.0,39.0747,0.9976,3.27,0.55,9.4,4.9967
5.0,1.04,0.24,1.6,0.0892,14.5083,33.5362,0.9974,3.74,0.62,10.4772,4.8075
6.6,0.735,0.02,7.9,0.0924,68.0,124.0,0.9994,3.47,0.5794,9.9,4.9167
7.9,0.5578,0.25,2.9,0.0899,17.8922,45.0,0.996,3.49,0.6114,12.1,6.0217
9.122,0.445,0.3665,2.6163,0.064,21.0,37.0,0.9952,3.257,0.77,11.493,6.5757
6.2,0.56,0.09,1.8139,0.0655,15.3797,32.0,0.9947,3.4866,0.6,11.2999,5.7117
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.9962,3.0,1.17,9.2,5.0123
7.6,0.5671,0.2185,2.0735,0.088,19.3904,43.0,0.998,3.48,0.64,9.1,5.4927
8.0,0.6,0.151,2.1,0.08,13.2119,105.0,0.9961,3.3,0.49,10.5503,5.2296
12.6,0.41,0.54,2.8,0.0939,19.0,41.0,0.9994,3.21,0.6129,11.3,5.7359
6.8,0.67,0.2344,1.8,0.118,13.0,29.7984,0.9954,3.42,0.67,10.1161,5.1609
7.4108,0.6,0.2216,2.0,0.08,31.0,131.0,0.9962,3.2836,0.52,10.735,5.3737
12.5,0.6,0.2628,4.3,0.1,5.0,14.0,1.001,3.2924,0.74,10.4913,5.4007
6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.6456,12.3,6.3815
6.9,0.54,0.59,2.2,0.088,23.0,42.0,0.9972,3.25,1.18,10.5,6.3026
8.8,0.48,0.41,3.3,0.0894,11.4513,52.0,0.9982,3.31,0.53,10.2939,5.6484
8.6997,0.7649,0.22,2.3,0.064,38.0,142.0,0.9963,3.22,0.55,9.401,5.3595
10.3423,0.44,0.47,2.5,0.0902,9.0,48.7112,0.9981,3.3002,0.65,10.8,6.1482
13.2,0.5224,0.55,2.4732,0.081,5.0,37.033,1.0006,3.3125,0.6564,9.4,5.6718
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955,3.395,0.76,11.2,7.0463
8.6,0.42,0.39,1.8,0.068,16.0793,12.0,0.9959,3.35,0.69,11.7,5.9317
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,6.7652
7.8,0.9791,0.0,1.9959,0.0827,8.0,16.0,0.9964,3.3759,0.59,10.2844,5.024
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.9947,3.78,0.64,12.3,6.0941
10.8,0.45,0.262,2.5,0.099,20.0,38.0,0.9982,3.24,0.71,10.8,5.6621
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.2805
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.9926,3.52,0.58,11.1566,5.183
8.3332,0.45,0.49,2.4244,0.0932,24.0652,79.4869,0.998,3.35,0.57,9.7,4.9
8.0,0.4787,0.63,1.6,0.081,14.338,29.0,0.9959,3.3,0.78,10.8,6.4009
12.3,0.39,0.63,2.1784,0.091,6.0,18.0,1.0004,3.16,0.6209,9.5,5.3549
8.7,0.7,0.2168,2.5,0.226,5.0001,15.0,0.9991,3.32,0.6,9.0,5.6129
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.9982,3.27,0.58,11.0,5.0094
8.6,0.635,0.68,1.8,0.403,19.0,53.3931,0.9964,3.02,1.15,10.6527,6.0062
7.3393,0.34,0.0,1.8,0.0686,12.9278,63.0,0.9916,3.3457,0.79,11.3489,6.6073
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,5.9326
7.3,0.55,0.2724,2.1332,0.1175,14.6637,15.0,0.9951,3.35,0.58,11.0,5.5613
7.4,0.569,0.26,2.1,0.0777,17.0,91.0,0.9967,3.29,0.56,9.8,5.5422
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,5.8701
7.2898,0.49,0.18,2.7,0.0843,13.0,34.0,0.9952,3.3861,0.728,9.2,5.6547
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5.2264
8.9573,0.39,0.49,1.7,0.0734,23.0,149.0,0.9953,3.12,0.7,11.5,6.2352
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.2838,0.57,9.7,5.157
7.0,0.65,0.02,2.1,0.066,8.0,39.5328,0.9972,3.47,0.67,9.5,6.0548
7.0,0.38,0.49,2.5,0.097,33.0,57.6262,0.9962,3.39,0.77,11.4,6.6568
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9956,3.26,0.74,11.2,6.338
8.3,0.3,0.49,2.4216,0.09,8.8545,24.0,0.995,3.27,0.64,12.1,6.593
9.1,0.765,0.04,2.3099,0.0884,4.0,14.0,0.9964,3.29,0.63,9.7,5.1068
10.2,0.23,0.37,2.2,0.0808,14.0,36.0,0.9961,3.2476,0.49,9.3,5.2471
9.1,0.34,0.2177,2.0024,0.058,9.0,18.0,0.9939,3.18,0.55,11.4,6.1711
