235.9833,119.7714,80.3143,193.2714,9.0,825.0,805.0,28.0,36.9932
525.0,50.875,0.0,189.0,0.0,1063.6,613.0,53.0,49.0925
235.9833,119.7714,80.3143,193.2714,9.0,825.0,805.0,28.0,36.9932
230.0,18.3363,80.8786,195.5,4.6,1029.4,758.6,56.0,32.9033
184.0,22.459,190.0,188.5517,6.0,1013.5325,623.0,21.9629,28.8723
326.5,0.0,137.9,199.0,10.8,909.4586,794.4438,28.0,27.8854
388.5995,97.1,0.0002,157.9,12.1,852.1,925.7,91.0,66.5581
238.2,158.8,0.0,189.35,0.0,1040.6,734.3,7.0,17.4426
352.75,0.0,0.0,192.0,0.0,940.0,758.0,88.6667,22.1613
334.5714,0.0,0.0,192.0,3.4286,913.2,818.42,37.1429,31.1039
357.025,177.0,0.0,186.0,9.85,908.5667,826.85,91.0,50.5797
251.3998,0.0,118.3,188.5,5.8,1028.4,757.7,56.0003,38.4271
236.0,0.0,0.0,192.75,0.0,968.0,885.0,74.1667,24.9222
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,49.7654
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,44.1328
362.6,189.0,0.0,164.9,22.0,944.7,755.8,56.0,73.6939
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100.0,44.4634
334.8091,47.5,0.0,228.0,0.0,995.1273,725.9818,113.2727,34.3535
212.2788,129.9,103.6471,175.5,7.8,1006.3,746.6,100.0,52.8394
304.15,210.7,0.0,185.7,0.0,977.0,779.3333,28.0,27.9442
375.0,137.5333,0.0,126.6,20.2,852.1,964.55,42.0,56.7947
203.5,136.55,0.0,203.5,16.5,963.4,630.0,17.5,40.5108
251.6155,17.6,54.6828,189.0,15.3,931.8971,633.0,28.0,32.1074
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7.0,34.6427
133.0,0.0,0.0,192.0,0.0,951.0,839.2,28.0,24.8866
373.6667,237.5,0.0,228.0,0.0,932.0,594.0,90.0,43.6814
152.0,35.4333,0.0,168.4,11.875,1049.3,688.2,28.0,32.3422
200.0,156.325,0.0,192.3667,0.0,965.4,806.2,28.0,37.2841
480.0,76.2857,0.0,196.9571,0.0,936.2,739.9,90.0,47.0465
359.0,19.0,141.0,154.0,10.9,942.0,801.0,23.5,50.0795
480.0,0.0,141.0,206.0,0.0,936.2,801.0,7.0,29.1424
307.0,107.4333,0.0,192.84,0.0,968.0,812.0,3.0,12.3613
236.0,38.875,0.0,194.2833,0.0,998.25,885.0,14.0,17.9367
350.0,0.0,0.0,189.0,5.5,1050.0,770.0,28.0,46.8389
362.6,189.0,0.0,164.9,11.6,944.7,755.8,39.4286,55.1866
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14.0,33.3558
331.3,21.7273,0.0,185.0,0.0,1111.0,754.7455,28.0,36.0291
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,61.4042
446.0,24.0,79.0,162.0,11.6,967.0,712.0,19.4,45.2811
401.8,94.7,0.0,168.2,0.0,946.8,852.1,15.5,43.7377
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100.0,42.3411
260.0,101.0,78.0,171.0,10.0,982.0225,763.0,28.0,41.3421
475.0,118.8,0.0,181.1,8.9,852.1,781.5,15.5,69.8165
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,25.1024
135.7,115.9667,0.0,192.8625,0.0,1076.2,759.3,19.25,26.0651
312.7,47.5,0.0,194.9,0.0,970.775,594.0,28.0,36.84
166.8,250.2,0.0,191.54,0.0,980.2,692.6,69.5,35.6794
355.0,19.0,97.0,145.0,11.2357,967.0,817.0046,14.7473,56.1474
310.0,142.8,31.4315,182.5952,7.2606,914.3,804.0,43.4635,40.4057
313.3,262.2,0.0,175.5,8.6,1046.9,769.5878,28.0,53.4973
271.0893,160.5,0.0,177.6,9.6,940.5832,759.5,28.0,48.0761
173.5,50.1,173.4996,164.8,6.5,1006.2,793.5,99.9988,46.2466
149.5,236.0,0.0,181.175,12.6,956.1333,892.7,36.75,24.912
312.7,0.0,0.0,178.1,8.0,904.3284,822.2,28.0,28.2708
314.0,90.0165,113.0,170.0,10.0,925.0,783.0,28.0,54.0024
239.6,98.46,0.0,193.8857,0.0,941.6,664.3,19.25,37.3153
373.6667,114.0,0.0,228.0,0.0,932.0,670.0,180.0,46.0429
397.0,0.0,0.0,182.5833,0.0,1040.0,763.7125,28.0,39.5135
200.0,133.0,0.0,192.0,0.0,910.9,806.2,7.0,18.1
364.9429,102.48,0.0,228.0,0.0,932.0,594.0,7.0,31.631
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,47.0465
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100.0,45.6234
212.0,141.3,0.0,189.0,0.0,973.4,750.0,28.0,36.3722
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14.0,27.2728
331.0,0.0,0.0,192.0,0.0,978.0,807.2,87.875,29.7416
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,61.7845,36.1622
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,64.0,65.0074
299.0818,0.0,0.0,193.0,0.0,968.0,791.7545,93.0909,28.6967
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100.0,45.6234
185.9821,169.4,142.7,190.4056,7.1639,967.4,712.9066,26.6206,28.7769
326.0,0.0,138.0,173.9,11.0,801.0,776.4,28.0,42.1284
287.0,121.0,32.9159,188.0,9.0,904.0,800.4837,28.0,49.9583
290.4,0.0,96.2,168.1,9.4,961.2,865.0,57.0,44.5281
213.7,0.0,174.7,154.8,9.95,1023.25,776.4,3.0,25.5903
156.0,178.0,187.0,202.0,10.0,820.0,680.0,28.0,30.3966
298.1,0.0,107.5,159.2002,11.0,953.2,784.0,28.0,49.856
398.6665,61.6632,35.9384,155.7991,18.0,927.4026,844.0,32.4815,51.1507
181.9,272.8,0.0,191.54,0.0,980.45,714.3,28.0,35.8814
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,23.2871
238.0,0.0,0.0,186.0,0.0,1119.0,763.0,7.0,12.8327
