0.2591,0.0,21.89,0.0,0.6245681470873332,5.809628948091588,96.0,1.7883,4.0,437.0,21.2,406.8961094074705,22.40246948548998,13.73043811636145
0.773,0.0,8.14,0.0,0.5556878721247973,6.495,94.4,4.4547,8.066109487591017,359.1164424777441,21.0,407.15164714682396,17.46311860712003,17.557190272407414
20.0849,0.0,18.1,0.0,0.6784037788803934,4.368,91.2,1.4395,29.74270782974267,666.0,20.2,285.83,30.63,14.221552860696955
9.5957,3.3666925236947236,18.1,0.0,0.693,6.404,94.95494744441994,1.9913119512386075,24.0,666.0,20.281518537988813,376.11,15.667861181440124,14.725900927531706
0.0091,90.0,2.97,0.0,0.4,7.088,20.8,7.864530750889351,1.0,285.0,15.3,394.72,7.85,30.341019680405328
3.4743,0.0,19.129800865936552,1.0,0.718,8.78,103.36612235616873,1.9047,24.0,666.0,20.2,298.6326195294264,5.29,44.019165916649904
-0.040375837169563056,0.0,7.641846401753067,0.17152342382643915,0.55,6.642,73.15872093957422,3.4211,5.0,276.0,17.905162707379684,392.78,9.69,23.57000451294338
0.463,0.0,4.041105418674249,0.0,0.5228339122729706,7.412,76.9,3.6715,8.0,307.0,17.89234150812233,376.14,5.25,35.22482744409268
1.1929,0.0,18.279364879209993,0.0,0.624,6.326,88.16617348901012,2.271,4.0,437.0,21.2,396.9,14.698312513480403,17.531022235148576
2.536527963684449,0.0,5.946420847598951,0.18607061055938812,0.507,6.951,88.5,2.8617,8.0,307.0,17.70161917911039,391.7,9.71,30.131628990802763
1.0360651976941213,0.0,8.14,0.0,0.5299987516873722,6.674,87.3,3.310091084151625,4.0,307.0,21.0,475.41861796304056,11.98,20.72613431049813
0.8027,0.0,8.14,0.0,0.538,5.456,35.88232769146495,3.7965,4.0,307.0,21.0,288.99,11.69,21.720243435952042
1.6721896354551689,0.0,10.01,0.0,0.547,5.838461879634581,72.5,2.7301,13.252260440193083,432.0,17.8,393.3,12.04,20.77225920527783
0.0537,5.170043279947123,13.92,0.4486038662771148,0.437,6.549,51.0,5.9604,4.0,289.0,17.751627655971053,392.85,7.39,23.61184044104629
6.93843144796972,-1.1573215509664436,18.1,0.0,0.693,5.349,93.21610599966338,2.1602074260534643,24.0,666.0,20.2,396.9,19.77,15.010224331646551
