0.26,0.0,21.89,0,0.64,5.9,96.0,1.79,4.0,437.0,21.2,371.85,16.38,15.271042696484564
0.77,0.0,8.14,0,0.53,6.5,94.4,4.45,4.57,318.05,21.0,313.16,15.9,15.558748497085054
20.08,0.0,18.1,0,0.67,4.37,91.2,1.44,23.9,666.0,20.2,285.83,30.63,13.362579827231436
9.6,0.1,18.1,0,0.69,6.4,96.13,2.06,24.0,666.0,20.2,376.11,18.89,14.97445664242463
0.01,90.0,2.97,0,0.4,7.09,20.8,7.16,1.0,285.0,15.3,394.72,7.85,30.48676460992539
3.47,0.0,18.01,1,0.72,8.78,87.46,1.9,24.0,666.0,20.2,252.57,5.29,33.39051253278445
0.25,0.0,9.04,0,0.55,6.64,78.5,3.42,5.0,276.0,18.57,392.78,9.69,25.17754476869762
0.46,0.0,6.75,0,0.51,7.41,76.9,3.67,8.0,307.0,18.71,376.14,5.25,29.01101203602931
1.19,0.0,22.63,0,0.62,6.33,92.61,2.27,4.0,437.0,21.2,396.9,16.9,17.5241762115616
0.37,0.0,8.47,0,0.51,6.95,88.5,2.86,8.0,307.0,19.06,391.7,9.71,26.264216974842533
0.68,0.0,8.14,0,0.53,6.67,87.3,4.01,4.0,307.0,21.0,298.39,11.98,21.011971273242356
0.8,0.0,8.14,0,0.54,5.46,85.26,3.8,4.0,307.0,21.0,288.99,11.69,17.420042225265018
0.31,0.0,10.01,0,0.55,6.06,72.5,2.73,5.04,432.0,17.8,393.3,12.04,22.528416880697094
0.05,24.76,13.92,0,0.44,6.55,51.0,5.96,4.0,289.0,18.24,392.85,7.39,23.039748378400645
12.53,-0.0,18.1,0,0.69,5.35,96.28,1.79,24.0,666.0,20.2,396.9,19.77,12.52948266439151
0.04,28.0,15.04,0,0.46,6.44,53.71,4.48,4.0,270.0,18.46,395.01,8.16,23.91490502756685
0.25,0.0,9.9,0,0.54,6.18,77.7,3.11,4.3,304.0,18.69,396.42,11.5,20.644938085511267
2.78,0.0,19.63,0,0.87,6.13,96.0,1.75,5.0,442.4,14.7,321.02,15.12,17.36548498221382
4.87,0.0,18.1,0,0.7,6.19,93.6,2.31,24.0,661.96,20.2,396.21,18.68,16.284844417397196
0.11,0.0,12.21,0,0.57,6.79,79.42,2.39,5.32,273.0,21.0,307.56,10.93,23.135261191515074
