0.2591,0.0,21.89,0.0,0.5834,6.1122,96.0,1.7883,4.0,437.0,21.2,299.5597,20.6628,15.9067
0.773,0.0,8.14,0.0,0.5619,6.495,94.4,4.4547,12.2312,392.7524,21.0,272.0167,15.1107,19.114
20.0849,0.0,18.1,0.0,0.8309,4.368,91.2,1.4395,32.2123,666.0,20.2,285.83,30.63,12.5014
9.5957,-0.0058,18.1,0.0,0.693,6.404,94.1743,2.199,24.0,666.0,20.5468,376.11,23.0639,11.0338
0.0091,90.0,2.97,0.0,0.4,7.088,20.8,5.5444,1.0,285.0,15.3,394.72,7.85,29.1665
3.4743,0.0,9.9843,1.0,0.718,8.78,71.5659,1.9047,24.0,666.0,20.2,370.753,5.29,37.5409
0.2863,0.0,5.5024,0.0668,0.55,6.642,66.4758,3.4211,5.0,276.0,17.7269,392.78,9.69,30.1801
0.463,0.0,7.4145,0.0,0.505,7.412,76.9,3.6715,8.0,307.0,18.0632,376.14,5.25,38.8434
1.1929,0.0,12.1157,0.0,0.624,6.326,72.4634,2.271,4.0,437.0,21.2,396.9,13.4051,19.2534
2.6141,0.0,11.098,-0.014,0.507,6.951,88.5,2.8617,8.0,307.0,17.3096,391.7,9.71,30.338
1.2744,0.0,8.14,0.0,0.555,6.674,87.3,4.5197,4.0,307.0,21.0,361.9278,11.98,23.8666
0.8027,0.0,8.14,0.0,0.538,5.456,62.9992,3.7965,4.0,307.0,21.0,288.99,11.69,17.8915
4.4983,0.0,10.01,0.0,0.547,6.1709,72.5,2.7301,12.0511,432.0,17.8,393.3,12.04,23.0623
0.0537,32.0289,13.92,0.1353,0.437,6.549,51.0,5.9604,4.0,289.0,18.6425,392.85,7.39,22.0625
11.7839,-4.8271,18.1,0.0,0.693,5.349,84.0002,2.5706,24.0,666.0,20.2,396.9,19.77,12.1527
0.042,28.0,15.04,0.0,0.464,6.442,60.7923,5.0731,4.0,270.0,18.7605,395.01,8.16,23.9469
